source_db,query_language,title,abstract,doi_clean,year,authors,journal,doc_type,language,uid,found_in_dbs,n_dbs,doc_type_tag,screen_country,screen_country_context,screen_country_weak,screen_concept,screen_pass,screen_pass_strict,exclude_reason
Scopus,english,Article puma (Puma concolor) in the neighborhood? records near human settlements and insights into human-carnivore coexistence in central Chile,"The wildland–urban interface lies at the confluence of human-dominated and wild landscapes—creating a number of management and conservation challenges. Wildlife sightings near human settlements have appeared to increase in the last years. This article reports 51 records of presences, sightings, and livestock attacks of Puma concolor, a large-sized felid, collected from 2012 to 2020 across the O’Higgins region in central Chile. Puma records were concentrated in the east of the region in the Andes Range and foothills (90%). The number of puma records is higher in the last four to six years than in previously studied years. Of the 51 records, 23.5% are between 0 and 999 m from the nearest human settlement (classified as very close), 25.5% are between 1000 and 4999 m (moderately close), and 51% are over 5000 m (distant). Most of the sightings are recorded in the summer (35%) and spring (29%). We identify an area of approximately 9000 km2 of suitable habitat as the most probable corridor effectively connecting pumas moving between eastern and western areas, encompassing the Angostura de Paine mountain range. Our results contribute to the understanding of the presence and movements of P. concolor near urban areas and human settlements, confirming their persistence in and adaptation to human-dominated landscapes. We also provide insights into human–carnivore coexistence in the current global context in the densely populated central Chile. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",10.3390/ani11040965,2021,Ramírez-álvarez D.; Napolitano C.; Salgado I.,Scopus,Article,NA,2-s2.0-85103311810,Scopus,1,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,Assessing climate change risk: An index proposal for Mexico City,"This article reviews risk indices and indicators to explore different ways of measuring urban vulnerability and risk to climate change. The compilation of these indices and indicators allowed the construction of a toolbox (with indicators of hazard, exposure, sensitivity, adaptative capacities, and vulnerability), which offers a consistent conceptual and methodological framework and a set of potentially valuable indicators that may guide future research. Such toolbox is put into practice with the development of an Urban Risk Index for Climate Change (URICC) tested for Mexico City. To develop the URICC, indicators were chosen from the toolbox that were significant for the case study, repeated in at least two of the reviewed works, and with data availability. The URICC –measured at the municipal level and the Basic Geostatistical Areas–, evaluates advances or setbacks concerning the national goal of reducing 50% vulnerability to climate change by 2030 and offers a comparative analysis of climate change risk by 2030 among the 16 municipalities that comprise Mexico City. The findings show that Milpa Alta municipality will experience the most significant setbacks by 2030, while Iztapalapa encounters the highest risk across municipalities. The methods and scales used to assess risk are determinant in producing different results. Assessing risk at the finest scale possible allows identifying specific neighborhood requiring priority interventions. We conclude by reflecting on how the conceptual evolution from vulnerability to risk has impacted the elaboration of risk indices and on the strengths and limitations of our framework. © 2021 Elsevier Ltd",10.1016/j.ijdrr.2021.102549,2021,Mac Gregor-Gaona M.F.; Anglés-Hernández M.; Guibrunet L.; Zambrano-González L.,Scopus,Article,NA,2-s2.0-85114995146,Scopus; WoS,2,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,"Autonomous flood adaptation measures in Amazonian cities (Belem, Brazil)","This work investigates the autonomous adaptive capacity of populations in flood-prone areas in the city of Belem (state of Para) in the Amazon region of Brazil. Autonomous adaptive measures are behaviors that the population adopts without explicit planning or the assistance of either institutions, professionals, or both, all of which are focused on protecting themselves from risks. This research focuses near the part of superficial drainage channels, which is divided into five areas. Visits to the study area and interviews with residents allowed to identify urban typologies and autonomous adaptive constructive techniques, as well as the relationship between these forms of adaptation and the socioeconomic conditions of the population. The main results are associated with the main motivations, information and knowledge that support flood adaptation strategies and the consequences of their success or failure in Amazonian cities. Some of them indicates that autonomous flood adaptation measures were not provided with professional technical assistance or externally financed; the measures are associated with structural modifications (e.g., raise the level of the properties and improve the building) and non-structural modifications (e.g., shims). Some of the conclusions are associated with sources of information; community recognition of flood adaptation methods; motivation to the measures implemented autonomously; consequence to the urban planning and people internal migration, and the difficulties to identify and characterize an adaptation measure as proactive or reactive in recurrent flood cycles in Amazonian cities. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.",10.1007/s11069-021-04720-x,2021,Szlafsztein C.F.; de Araújo A.N.B.,Scopus,Article,NA,2-s2.0-85103637392,Scopus; WoS,2,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
WoS,english,Calibrating UTCI'S comfort assessment scale for three Brazilian cities; with different climatic conditions,"Both global climate change and urbanization trends will demand adaptation measures in cities. Large agglomerations and impacts on landscape and natural environments due to city growth will require guided densification schemes in urban areas, particularly in developing countries. Human biometeorological indices such as the Universal Thermal Climate Index (UTCI) could guide this process, as they provide a clear account of expected effects on thermal sensation from a given change in outdoor settings. However, an earlier step should optimally include an adequacy test of suggested comfort and thermal stress ranges with calibration procedures based on surveys with the target population. This paper compares obtained thermal comfort ranges for three different locations in Brazil: Belo Horizonte, 20 degrees S, Aw climate type; Curitiba, 25.5 degrees S, Cfb subtropical climate, both locations in elevation (above 900 m a.s.l.); and Pelotas, at sea level, latitude 32 degrees S, with a Cfa climate type. In each city, a set of outdoor comfort field campaigns has been carried out according to similar procedures, covering a wide range of climatic conditions over different seasons of the year. Obtained results indicate a variation of neutral temperatures up to 3 degrees C (UTCI units) as a possible latitude and local climate effect between the southern locations relative to the northernmost location. Low UTCI values were found in the two subtropical locations for the lower threshold of the thermal comfort band as compared with the original threshold. A possible explanation for that is a longer exposure to cold conditions as buildings are seldom provided with heating systems.",10.1007/s00484-020-01897-x,2021,"Kruger, EL; Silva, TJV; Hirashima, SQD; da Cunha, EG; Rosa, LA",INTERNATIONAL JOURNAL OF BIOMETEOROLOGY,Article,NA,WOS:000521695700001,Scopus; WoS,2,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,"Challenges to climate change adaptation in coastal small towns: Examples from Ghana, Uruguay, Finland, Denmark, and Alaska","The ability of a coastal settlement to adapt to climate change is largely dependent upon access to a range of resources, which many coastal towns and small cities lack. Coastal small towns of less than 10,000 are therefore at a significant disadvantage compared to larger settlements when it comes to adaptation. One way to begin to overcome this disadvantage is to compare coastal small towns in order to identify efficiencies and support knowledge sharing. In this article we present and analyse five case studies of coastal small towns: Fuvemeh, Ghana; Kiyú, Uruguay; Hanko, Finland; Lemvig, Denmark; and Nome, Alaska, USA. A number of key outcomes and lessons were identified which highlights the need for a formal network of international coastal small towns to encourage and develop knowledge sharing practices going forward. A further lesson is the importance of using a range of indicators in order to establish the regional/national importance of a town. Basing this solely on population size can result in an erroneous interpretation of the significance (and therefore adaptive capacity) of a coastal small town. Finally, despite many barriers to adaptation in coastal small towns, being small offers some potential advantages, such as the possibility of being able to form a community consensus more easily, using 3D visualisations for adaptation planning, and having managed realignment as a realistic management option. It is imperative that climate change resilience in coastal small towns is increased by focussing on overcoming barriers and developing appropriate adaptation approaches by governments, non-governmental organisations, business, and researchers. © 2021 The Authors",10.1016/j.ocecoaman.2021.105787,2021,Fitton J.M.; Addo K.A.; Jayson-Quashigah P.-N.; Nagy G.J.; Gutiérrez O.; Panario D.; Carro I.; Seijo L.; Segura C.; Verocai J.E.; Luoma S.; Klein J.; Zhang T.-T.; Birchall J.; Stempel P.,Scopus,Article,NA,2-s2.0-85110754956,Scopus; WoS,2,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,Classifying climate change perceptions of bean breeders in Santander-Colombia,"Voluntary uptake of climate-adapted beans is driven by farmers’ climate change perceptions. Identifying these perceptions and understanding their determinants help public agencies and seed suppliers design tailored engagement strategies to maximize uptake. We perform the first classification of climate change perceptions among farming communities in Colombia. A latent class analysis (LCA) is applied to a survey designed to capture the climate change perceptions of 566 bean farmers in the Colombian department of Santander. A Multinomial Logistic Model is estimated to determine the drivers behind the climate change perceptions identified. Farmers located at lower elevations and who are further away from their urban centres tend to be more concerned about the future economic consequences of climate change. These farmers also tend to seek climatic information for making productive activities. Accordingly, strategies aimed at maximizing the uptake of new drought-resistant bean varieties should focus on these farmers as they seem to be more receptive to uptake them. Moreover, engagement strategies containing information on management alternatives to appraise uncertainties and mitigate some of the severe effects of extreme weather events will generate increased uptake. © 2021 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/17565529.2020.1848782,2021,Botero H.; Barnes A.; Perez L.; Rios D.; Ramirez-Villegas J.,Scopus,Article,NA,2-s2.0-85099388869,Scopus; WoS,2,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,Climate Adaptation by International Multidisciplinary Knowledge Exchange: Sharing Challenges and Solutions in ClimateCafés in the Philippines and Peru,"Effects of climate change in cities are evident and are expected to increase in the future, demanding adaptation. In order to share knowledge, raise awareness, and build capacity on climate adaptation, the first concept of a “ClimateCafé” has been utilized since 2012 in 25 events all over the world. In 8 years ClimateCafé grew into a field education concept involving different fields of science and practice for capacity building in climate change adaptation. This chapter describes the need, method, and results of ClimateCafés and provides tools for organizing a ClimateCafé in a context-specific case. Early ClimateCafés in the Philippines are compared with the ClimateCafé in Peru to elucidate the development of this movement, in which one of the participants of ClimateCafé Philippines 2016 became the co-organizer of ClimateCafé Peru in 2019. The described progress of ClimateCafés provides detailed information on the dynamic methodological aspects, holding different workshops. The workshops aim at generating context-specific data on climate adaptation by using tools and innovative data collection techniques addressing deep uncertainties that come with climate change adaptation. Results of the workshops show that context-specific, relevant, multidisciplinary data can be gathered in a short period of time with limited resources, which promotes the generation of ideas that can be used by local stakeholders in their local context. A ClimateCafé therefore stimulates accelerated climate action and support for adaptation solutions, from the international and the local, from the public and private sector, to ensure we learn from each other and work together for a climate resilient future. The methodology of ClimateCafé is still maturing and the evaluation of the ClimateCafés over time leads to improvements which are applied during upcoming ClimateCafés, giving a clear direction for further development of this methodology for knowledge exchange, capacity building, and bridging the gap between disciplines within climate adaptation. © Springer Nature Switzerland AG 2021. All rights are reserved.",10.1007/978-3-030-57281-5_133,2021,Boogaard F.C.; Lotte de Jong C.E.,Scopus,Book chapter,NA,2-s2.0-85161819452,Scopus,1,other,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,"Climate Change, Cultural Manifestation and the Principle of Hope, Based on Ernst Bloch’s Theoretical Proposal","The aim of this chapter is to analyze how the principle of hope in Ernst Bloch’s theoretical proposal turns out to be a useful philosophical reference when designing mitigation and adaptation proposals in the face of the climate change crisis. The method followed in this chapter is based on analogical hermeneutics (Beuchot, Tratado de hermenéutica analógica. Editorial Ítaca, FFyL, UNAM, México City, 1997) in order to study an interpretation of a philosophical proposal about the problem of climate change. The hypothesis put forward is that proposals for mitigation and adaptation that seek to respond to the climate change crisis must be centered on the ontology of the not-yet-being; it is a reality in the process of being, which anticipates the full reality. The chapter proposes a dialectic discourse between adaptation mitigation strategies and the problem of climate change, as a moving process that builds new realities through human intervention; therefore, the horizon marks the way, recovering the value of the Principle of Hope and Utopia for orienting humanity. © Springer Nature Switzerland AG 2021. All rights are reserved.",10.1007/978-3-030-57281-5_226,2021,Arredondo-Trapero F.G.; Gándara-Tovar A.J.,Scopus,Book chapter,NA,2-s2.0-85161886402,Scopus,1,other,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,Climate anomalies and childhood growth in Peru,"Climate change has been linked to poor childhood growth and development through maternal stress, nutritional insults related to lean harvests, and exposure to infectious diseases. Vulnerable populations are often most susceptible to these stressors. This study tested whether susceptibility to linear growth faltering is higher among Peruvian children from indigenous, rural, low-education, and low-income households. High-resolution weather and household survey data from Demographic and Health Survey 1996–2012 were used to explore height-for-age z-scores (HAZ) at each year of life from 0 to 5. Rural, indigenous children at age 0–1 experience a HAZ reduction of 0.35 units associated with prenatal excess rainfall which is also observed at age 4–5. Urban, non-indigenous children at age 4–5 experience a HAZ increase of 0.07 units associated with postnatal excess rainfall, but this advantage is not seen among rural, indigenous children. These findings highlight the need to consider developmental stage and social predictors as key components in public health interventions targeting increased climate change resilience. © 2021, The Author(s), under exclusive licence to Springer Nature B.V. part of Springer Nature.",10.1007/s11111-021-00376-8,2021,Nicholas K.; Campbell L.; Paul E.; Skeltis G.; Wang W.; Gray C.,Scopus,Article,NA,2-s2.0-85102429416,Scopus,1,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,"Co-design of a Nature-Based Solutions Ecosystem for Reactivating a Peri-Urban District in Quito, Ecuador","In Quito, climate change has shifted average temperatures, increased flooding during the rainy season, and intensified fires during the dry season. The city of Quito is committed to reducing its emissions at a 5% annual rate until 2025. For this purpose, Quito has developed specific plans like the “Vision 2040” and the “Resilience Strategy.” The present paper results from an award-winning proposal to the “Mi barrio ejemplar y sostenible” [My exemplary and sustainable neighborhood] urban competition and is based on developing the “Vision 2040” for San Enrique de Velasco, a typical peri-urban district of Quito. This proposal was developed considering a co-design process using both traditional methodologies and an innovative tool based on collaborative urbanism. Against a deprived and segregated district, where the lack of green areas and access to nature is now affecting the daily life of residents, the proposal considers using nature-based solutions (NBS) as a main driver for rehabilitating pride and a cohesive spirit among neighbors, developing the local economy, recovering the important natural assets of the area, solving issues like stormwater management and lack of comfort in public areas with ecological means, and developing a new landscape. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",10.1007/978-3-030-73399-5_6,2021,Salmon N.; Yépez G.; Duque M.; Yépez M.; Báez A.; Masache-Heredia M.; Mejía G.; Mejía P.; Garofalo G.; Montoya D.,Scopus,Book chapter,NA,2-s2.0-85109502774,Scopus,1,other,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
Scopus,english,Conflicting diagnostic and prognostic framing of epidemics? Newspaper representations of dengue as a public health problem in Peru,"The way newspapers frame infectious disease outbreaks and their connection to the environmental determinants of disease transmission matter because they shape how we understand and respond to these major events. In 2017, following an unexpected climatic event named “El Niño Costero,” a dengue epidemic in Peru affected over seventy-five thousand people. This paper examines how the Peruvian news media presented dengue, a climate-sensitive disease, as a public health problem by analyzing a sample of 265 news stories on dengue from two major newspapers published between January 1st and December 31st of 2017. In analyzing the construction of responsibility for the epidemic, I find frames that blamed El Niño Costero's flooding and Peru's poorly prepared cities and public health infrastructure as the causes of the dengue outbreak. However, when analyzing frames that offer solutions to the epidemic, I find that news articles call for government-led, short-term interventions (e.g., fogging) that fail to address the decaying public health infrastructure and lack of climate-resilient health systems. Overall, news media tended to over-emphasize dengue as requiring technical solutions that ignore the root causes of health inequality and environmental injustice that allow dengue to spread in the first place. This case speaks to the medicalization of public health and to a long history of disease-control programs in the Global South that prioritized top-down technical approaches, turning attention away from the social and environmental determinants of health, which are particularly important in an era of climate change. © 2021 Elsevier Ltd",10.1016/j.socscimed.2021.114398,2021,Espinoza M.I.,Scopus,Article,NA,2-s2.0-85115971253,Scopus,1,research_paper,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,NA
